IBRA,lon,lat,sitetype,labcode,RCage,RCerr,RClo,RCup,occup,calc,material
Murray Darling Basin,142.05,-34.17,open site,SUA-963,13340,170,13170,13510,Y,0,freshwater mussel (Velesunio sp)
Murray Darling Basin,142.05,-34.17,open site,SUA-964,16120,200,15920,16320,Y,0,freshwater mussel (Velesunio sp)
Murray Darling Basin,142.05,-34.17,scarred tree,SUA-1290,280,70,210,350,N,0,wood (Eucalyptus camaldulensis)
Murray Darling Basin,144.3,-33.38,burial,Not given,6010,125,5885,6135,Y,0,bone carbonate
Murray Darling Basin,143.11,-34.74,hearth,ANU-690,1400,110,1290,1510,Y,0,charcoal
Murray Darling Basin,144.66,-35.82,hearth,ANU-676,1880,180,1700,2060,Y,0,charcoal
Murray Darling Basin,144.66,-35.82,hearth,ANU-677,2400,140,2260,2540,Y,0,charcoal
Murray Darling Basin,143.11,-34.74,hearth,ANU-693,5290,90,5200,5380,U,0,charcoal
Murray Darling Basin,139.62,-34.77,rockshelter,R-456/2,3240,80,3160,3320,U,0,charcoal
Murray Darling Basin,139.62,-34.77,rockshelter,P-308,3750,85,3665,3835,Y,0,ash and shell
Murray Darling Basin,139.62,-34.77,rockshelter,P-309,3870,85,3785,3955,Y,0,ash and charcoal
Murray Darling Basin,139.62,-34.77,rockshelter,P-311,4050,85,3965,4135,Y,0,wood charcoal
Murray Darling Basin,141.21,-34.18,midden,ANU-7502,7800,80,7720,7880,U,0,freshwater mussel
Murray Darling Basin,141.72,-35.66,hearth ,Beta-62712,680,80,600,760,Y,0,charcoal
Murray Darling Basin,141.72,-35.66,open site,SUA-1109,1970,90,1880,2060,U,0,freshwater mussel
Murray Darling Basin,141.72,-35.66,open site,SUA-1110,1170,90,1080,1260,U,0,freshwater mussel
Murray Darling Basin,142.06,-34.76,open site,SUA-766,7650,100,7550,7750,Y,0,freshwater mussel
Murray Darling Basin,139.63,-34.31,open site,ANU-3262,220,80,140,300,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,ANU-4038B,410,60,350,470,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,OZA-672,1330,140,1190,1470,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,OZA-673U1,1770,150,1620,1920,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,OZA-674U2,1870,170,1700,2040,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,ANU-1783,2120,110,2010,2230,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,ANU-3877B,2870,260,2610,3130,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,ANU-1751C,3080,70,3010,3150,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,OZA-671U2,3480,180,3300,3660,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,OZA-667,3610,150,3460,3760,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,OZA-669,3620,360,3260,3980,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,ANU-407,3930,120,3810,4050,Y,0,charcoal
Murray Darling Basin,139.63,-34.31,open site,OZA-670,4240,360,3880,4600,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,OZA-666,4730,310,4420,5040,Y,0,human bone collagen
Murray Darling Basin,139.63,-34.31,open site,Z-2001,5610,120,5490,5730,Y,0,charcoal
Murray Darling Basin,139.63,-34.31,open site,Z-2002,5790,135,5655,5925,Y,0,charcoal
Murray Darling Basin,139.63,-34.31,open site,ANU-1408,6910,450,6460,7360,Y,0,charcoal
Murray Darling Basin,139.63,-34.31,open site,ANU-1428,7480,440,7040,7920,Y,0,charcoal
Murray Darling Basin,139.63,-34.31,open site,ANU-406,18050,340,17710,18390,Y,0,charcoal
Murray Darling Basin,139.3,-35.15,burial,OZF-395,420,40,380,460,Y,0,human bone collagen
Murray Darling Basin,139.3,-35.15,burial,OZF-396,820,40,780,860,Y,0,human bone collagen
Murray Darling Basin,139.3,-35.15,burial,OZF-394,1230,40,1190,1270,Y,0,human bone collagen
Murray Darling Basin,139.3,-35.15,burial,OZF-391,1900,70,1830,1970,Y,0,human bone collagen
Murray Darling Basin,139.3,-35.15,burial,OZF-392,2300,50,2250,2350,Y,0,human bone collagen
Murray Darling Basin,139.3,-35.15,burial,OZF-393,2790,40,2750,2830,Y,0,human bone collagen
Murray Darling Basin,139.58,-34.71,open site,L-271E,6030,120,5910,6150,U,0,freshwater shell (Unio protovittatus)
Murray Darling Basin,142.03,-36.46,midden,Beta-62713,390,60,330,450,U,0,freshwater mussel
Murray Darling Basin,141.73,-34.13,burial,ANU-8647,7140,200,6940,7340,Y,0,bone (apatite)
Murray Darling Basin,141.73,-34.13,burial,Beta-58970,8850,100,8750,8950,Y,0,freshwater mussel (Velesunio ambiguus)
Murray Darling Basin,141.68,-34.11,burial,ANU-8648,5690,280,5410,5970,Y,0,bone (apatite)
Murray Darling Basin,141.68,-34.11,midden,ANU-8649,15400,150,15250,15550,Y,0,freshwater mussel
Murray Darling Basin,142.08,-35.61,open site,SUA-1110,1470,80,1390,1550,U,0,freshwater mussel
Murray Darling Basin,142.08,-35.61,open site,SUA-1109,2310,80,2230,2390,U,0,freshwater mussel
Nandewar,150.93,-29.47,rockshelter,ANU-1353,4960,200,4760,5160,U,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1187,2040,70,1970,2110,Y,0,charcoal
Nandewar,150.93,-29.47,rockshelter,ANU-54,2760,65,2695,2825,Y,0,scattered charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1188,3950,50,3900,4000,Y,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-805,4640,100,4540,4740,Y,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-806,5450,100,5350,5550,Y,0,scattered charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1189,1750,80,1670,1830,Y,0,charcoal
Nandewar,150.93,-29.47,rockshelter,ANU-55,2050,55,1995,2105,Y,0,charcoal
Nandewar,150.93,-29.47,rockshelter,ANU-56,2290,62,2228,2352,Y,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1630,2340,80,2260,2420,U,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1190,2480,80,2400,2560,Y,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1634,2530,80,2450,2610,U,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1632,2540,80,2460,2620,U,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1629,3280,80,3200,3360,U,0,charcoal
Nandewar,150.93,-29.47,rockshelter,GaK-1631,3820,110,3710,3930,U,0,charcoal
Nandewar,150.93,-29.47,rockshelter,Gak-1633,3830,100,3730,3930,U,0,charcoal
Naracoorte Coastal Plain,140.1,-37.54,midden,ANU-1238,350,70,280,420,Y,0,charcoal
Naracoorte Coastal Plain,140.1,-37.54,midden,ANU-1171,1030,70,960,1100,Y,0,charcoal
Naracoorte Coastal Plain,140.1,-37.54,midden,ANU-1243,1190,110,1080,1300,Y,0,marine shell
Naracoorte Coastal Plain,140.1,-37.54,midden,ANU-1242,1550,80,1470,1630,Y,0,marine shell
Naracoorte Coastal Plain,140.13,-37.58,open site,GaK-398,760,50,710,810,Y,0,wood charcoal
Naracoorte Coastal Plain,140.13,-37.58,open site,GaK-422,820,90,730,910,Y,0,marine shell
Naracoorte Coastal Plain,140.13,-37.58,open site,GaK-423,6350,100,6250,6450,Y,0,marine shell
Naracoorte Coastal Plain,140.13,-37.58,open site,GaK-397,8250,60,8190,8310,Y,0,wood charcoal
Naracoorte Coastal Plain,139.76,-37.16,midden,ANU-1246,3150,80,3070,3230,Y,0,charcoal
Naracoorte Coastal Plain,139.76,-37.16,midden,ANU-1484,4420,150,4270,4570,Y,0,marine shell
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9392,1986,42,1944,2028,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9394,2291,42,2249,2333,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9603,2349,37,2312,2386,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9565,3354,43,3311,3397,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9395,4086,44,4042,4130,Y,0,marine shell (Donax sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9393,4115,51,4064,4166,Y,0,marine shell (Donax sp.)
Naracoorte Coastal Plain,141.41,-38.32,rockshelter,Beta-3922,450,40,410,490,Y,0,charcoal
Naracoorte Coastal Plain,141.41,-38.32,rockshelter,Beta-8464,8350,130,8220,8480,Y,0,charcoal
Naracoorte Coastal Plain,141.41,-38.32,rockshelter,Beta-8465,10760,110,10650,10870,Y,0,charcoal
Naracoorte Coastal Plain,141.41,-38.32,rockshelter,SUA-2267,10850,2100,8750,12950,Y,0,charcoal
Naracoorte Coastal Plain,141.41,-38.32,rockshelter,SUA-2175,10900,900,10000,11800,Y,0,charcoal
Naracoorte Coastal Plain,141.41,-38.32,rockshelter,Beta-3923,11390,310,11080,11700,Y,0,charcoal
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1245,1160,70,1090,1230,Y,0,charcoal
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1241,1670,70,1600,1740,Y,0,marine shell
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1231,2990,70,2920,3060,Y,0,charcoal
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1232,3250,90,3160,3340,Y,0,marine shell
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1233,3800,90,3710,3890,Y,0,charcoal
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1234,4140,80,4060,4220,Y,0,marine shell
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9625,760,47,713,807,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9624,1481,46,1435,1527,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9673,1529,50,1479,1579,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9674,1891,48,1843,1939,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-3188,9640,70,9570,9710,Y,0,marine shell (Mylitus planulatus)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-3323,9740,60,9680,9800,Y,0,marine shell (Mylitus planulatus)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-3324,8630,60,8570,8690,Y,0,marine shell (Donax deltoides)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-3650,9910,80,9830,9990,Y,0,marine shell (Brachidontes rostratus)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-3649,10300,70,10230,10370,Y,0,marine shell (Mylitus planulatus)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-3648,9870,100,9770,9970,U,0,marine shell (Dicathais textilosa)
Naracoorte Coastal Plain,140.01,-37.49,hearth,R-55/4,8700,120,8580,8820,Y,0,charcoal
Naracoorte Coastal Plain,140.66,-38.06,open site,GaK-336,1470,120,1350,1590,Y,0,charcoal
Naracoorte Coastal Plain,139.88,-37.29,midden,ANU-1169,1590,70,1520,1660,Y,0,charcoal
Naracoorte Coastal Plain,139.88,-37.29,midden,ANU-1239,2990,90,2900,3080,Y,0,marine shell
Naracoorte Coastal Plain,141.38,-38.39,hearth,Wk-9563,9814,71,9743,9885,Y,0,marine shell (Ostrea angasi)
Naracoorte Coastal Plain,140.69,-38.05,midden,ANU-6354,1810,170,1640,1980,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,midden,ANU-6358,1090,120,970,1210,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,midden,ANU-6357,2560,120,2440,2680,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,midden,ANU-6356,3060,230,2830,3290,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,midden,ANU-6355,1180,80,1100,1260,Y,0,charcoal
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9605,1520,42,1478,1562,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,141.4,-38.37,midden,Wk-9664,2875,38,2837,2913,Y,0,marine shell (Paphies sp.)
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1546,720,70,650,790,Y,0,charcoal
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1486,1650,70,1580,1720,Y,0,marine shell
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1485B,1730,98,1632,1828,Y,0,marine shell
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1485A,1790,80,1710,1870,Y,0,marine shell
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1487,2590,75,2515,2665,Y,0,charcoal
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1488,2830,120,2710,2950,Y,0,marine shell
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-21540,150,70,80,220,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-21545,160,50,110,210,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-21543,290,70,220,360,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-21544,290,60,230,350,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-14848,700,70,630,770,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-14859,8270,400,7870,8670,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-21541,8900,110,8790,9010,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-15996,9240,100,9140,9340,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-14862,9590,140,9450,9730,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rockshelter,Beta-14861,9710,180,9530,9890,Y,0,charcoal
Naracoorte Coastal Plain,140.69,-38.05,rock art,Not given,5550,55,5495,5605,N,0,calcium carbonate
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1545,3870,80,3790,3950,Y,0,charcoal
Naracoorte Coastal Plain,140.8,-37.8,volcanic unit,Not given,4710,70,4640,4780,U,0,charcoal
Naracoorte Coastal Plain,140.5,-37.62,rockshelter,GaK-424,320,90,230,410,U,0,charcoal
Naracoorte Coastal Plain,140.5,-37.62,rockshelter,GaK-425,380,90,290,470,U,0,charcoal
Naracoorte Coastal Plain,140.5,-37.62,rockshelter,GaK-426,1020,40,980,1060,U,0,charcoal
Naracoorte Coastal Plain,140.5,-37.62,rockshelter,GaK-428,7030,40,6990,7070,U,0,scattered charcoal
Naracoorte Coastal Plain,140.5,-37.62,rockshelter,GaK-427,7450,270,7180,7720,U,0,charcoal
Naracoorte Coastal Plain,140.5,-37.62,rockshelter,GaK-429,8600,300,8300,8900,U,0,charcoal
Naracoorte Coastal Plain,140.96,-38.03,rockshelter,Beta-18894,500,100,400,600,U,0,charcoal
Naracoorte Coastal Plain,140.96,-38.03,rockshelter,Beta-18895,880,120,760,1000,U,0,charcoal
Naracoorte Coastal Plain,140.96,-38.03,rockshelter,Beta-18896,3070,140,2930,3210,U,0,charcoal
Naracoorte Coastal Plain,139.86,-37.31,midden,ANU-1244,650,90,560,740,Y,0,charcoal
Naracoorte Coastal Plain,139.86,-37.31,midden,ANU-1240,1250,90,1160,1340,Y,0,marine shell
Naracoorte Coastal Plain,140.26,-37.68,midden,ANU-1242,1960,90,1870,2050,Y,0,charcoal
Naracoorte Coastal Plain,140.96,-38.03,rockshelter,Beta-25006,210,70,140,280,U,0,charcoal
Naracoorte Coastal Plain,140.96,-38.03,rockshelter,Beta-25005,1880,80,1800,1960,U,0,charcoal
Naracoorte Coastal Plain,140.96,-38.03,rockshelter,Beta-25007,3550,90,3460,3640,U,0,charcoal
Naracoorte Coastal Plain,140.96,-38.03,rockshelter,Beta-14863,5750,200,5550,5950,Y,0,charcoal
Naracoorte Coastal Plain,140.75,-38.05,midden,ANU-6353,1230,70,1160,1300,Y,0,charcoal
Naracoorte Coastal Plain,141.38,-38.39,midden,UB-4370,10207,55,10152,10262,Y,0,charcoal
Naracoorte Coastal Plain,141.38,-38.39,midden,Beta-96584,9110,70,9040,9180,Y,0,marine shell (Turbo undulata)
Naracoorte Coastal Plain,141.38,-38.39,midden,Beta-93569,9430,100,9330,9530,Y,0,marine shell (Turbo undulata)
Naracoorte Coastal Plain,141.38,-38.39,midden,UB-4369,9619,52,9567,9671,Y,0,marine shell (Turbo undulata)
Naracoorte Coastal Plain,141.38,-38.39,midden,Wk-29816,9183,31,9152,9214,Y,0,marine shell (Turbo undulata)
Naracoorte Coastal Plain,141.38,-38.39,midden,Beta-93567,9300,70,9230,9370,Y,0,marine shell (Turbo undulata)
Naracoorte Coastal Plain,141.38,-38.39,midden,Beta-93566,8490,70,8420,8560,Y,0,marine shell (Donax deltoides)
Naracoorte Coastal Plain,141.38,-38.39,midden,Beta-93568,9390,80,9310,9470,Y,0,"marine shell (Turbo, Ostrea)"
Naracoorte Coastal Plain,141.38,-38.39,midden,Wk-9604,9290,56,9234,9346,Y,0,marine shell (Cellana tramoserica)
Naracoorte Coastal Plain,141.38,-38.39,midden,Wk-29818,9525,33,9492,9558,Y,0,marine shell (Turbo undulata)
Naracoorte Coastal Plain,141.38,-38.39,midden,Wk-29817,9068,32,9036,9100,Y,0,marine shell (Turbo undulata)
Naracoorte Coastal Plain,141.38,-38.39,midden,Wk-9564,9213,56,9157,9269,Y,0,marine shell (Turbo undulata)
Naracoorte Coastal Plain,141.38,-38.39,midden,Wk-9562,8238,57,8181,8295,Y,0,marine shell (Donax deltoides)
Naracoorte Coastal Plain,141.38,-38.39,midden,Wk-9532,9971,58,9913,10029,Y,0,marine shell (Austomylitus rostratus)
Naracoorte Coastal Plain,140.29,-37.65,open site,ANU-1377,7930,160,7770,8090,Y,0,charcoal
Naracoorte Coastal Plain,140.29,-37.65,open site,ANU-1320,8210,110,8100,8320,Y,0,charcoal
Naracoorte Coastal Plain,140.29,-37.65,open site,ANU-1192A,8470,150,8320,8620,Y,0,charcoal
Naracoorte Coastal Plain,140.29,-37.65,open site,ANU-1192B,9010,120,8890,9130,Y,0,charcoal
Naracoorte Coastal Plain,140.29,-37.65,Aboriginal artefact,ANU-1490,9430,150,9280,9580,Y,0,wood
Naracoorte Coastal Plain,140.29,-37.65,open site,ANU-1247,10200,150,10050,10350,Y,0,charcoal
Naracoorte Coastal Plain,140.29,-37.65,open site,ANU-1292,10200,150,10050,10350,Y,0,charcoal
New England Tablelands,149.15,-31.2,rockshelter,Beta-33076,17140,140,17000,17280,Y,0,charcoal
NSW North Coast,152.15,-32.65,midden,Wk-4679,4730,50,4680,4780,Y,0,marine shell (Pyrazus ebeninus)
NSW North Coast,152.15,-32.65,midden,Wk-3255,5420,50,5370,5470,Y,0,marine shell (Pyrazus ebeninus)
NSW North Coast,153.3,-28.85,midden,Beta-72146,580,50,530,630,Y,0,marine shell (oyster)
NSW North Coast,153.3,-28.85,midden,Beta-72147,580,50,530,630,Y,0,marine shell (catrut)
NSW North Coast,153.3,-28.85,midden,Beta-72148,660,60,600,720,Y,0,marine shell (oyster)
NSW North Coast,153.3,-28.85,midden,Beta-72150,690,60,630,750,Y,0,marine shell (oyster)
NSW North Coast,153.3,-28.85,midden,Beta-72149,730,50,680,780,Y,0,marine shell (oyster)
NSW North Coast,153.3,-28.85,midden,Beta-72151,760,50,710,810,Y,0,marine shell (oyster)
NSW North Coast,153.3,-28.85,midden,Beta-72145,950,50,900,1000,Y,0,marine shell (oyster)
NSW North Coast,153.58,-28.85,midden,SUA-122,920,80,840,1000,U,0,charcoal
NSW North Coast,153.58,-28.85,midden,SUA-123,1460,90,1370,1550,U,0,charcoal
NSW North Coast,153.58,-28.85,midden,SUA-125,1460,105,1355,1565,U,0,charcoal
NSW North Coast,153.58,-28.85,midden,SUA-124,1720,80,1640,1800,U,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-707,320,80,240,400,Y,0,scattered charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-705,340,90,250,430,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-569,410,40,370,450,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-704,440,80,360,520,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-706,500,130,370,630,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-571,535,40,495,575,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-572,630,40,590,670,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-570,740,40,700,780,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-708,1340,90,1250,1430,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-711,950,90,860,1040,Y,0,charcoal
NSW North Coast,151.2,-30.53,rockshelter,GaK-710,1020,80,940,1100,Y,0,charcoal
NSW North Coast,152.08,-32.79,midden,SUA-1160,940,90,850,1030,Y,0,marine shell (Plebidonax deltoides)
NSW North Coast,152.08,-32.79,midden,SUA-1806,1790,80,1710,1870,Y,0,marine shell (Plebidonax deltoides)
NSW North Coast,152.08,-32.79,midden,SUA-1161,1895,70,1825,1965,Y,0,marine shell (Plebidonax deltoides)
NSW North Coast,152.87,-29.88,burial in rockshelter,GaK-463,1090,60,1030,1150,Y,0,burnt wood
NSW North Coast,152.87,-29.88,burial in rockshelter,GaK-464,1230,50,1180,1280,Y,0,wood and charcoal
NSW North Coast,152.32,-32.62,midden,SUA-402/S1,420,85,335,505,U,0,marine
NSW North Coast,152.32,-32.62,midden,SUA-402C,445,179,266,624,Y,0,charcoal
NSW North Coast,152.32,-32.62,midden,SUA-402/S2,600,85,515,685,U,0,marine
NSW North Coast,152.77,-29.78,rockshelter,V-39,1350,75,1275,1425,Y,0,charcoal
NSW North Coast,152.77,-29.78,rockshelter,V-40,1640,80,1560,1720,Y,0,charcoal
NSW North Coast,152.92,-30.93,midden,Gak-834,4220,90,4130,4310,U,0,scattered marine shell
NSW North Coast,152.92,-30.93,midden,GaK-2457,3850,140,3710,3990,Y,0,charcoal
NSW North Coast,152.92,-30.93,midden,SUA-274,3360,115,3245,3475,Y,0,charcoal
NSW North Coast,152.92,-30.93,midden,SUA-275,4260,120,4140,4380,Y,0,charcoal
NSW North Coast,152.92,-30.93,midden,SUA-276,5120,145,4975,5265,Y,0,charcoal
NSW North Coast,152.94,-31.25,midden,SUA-396/2 or SUA-397,3380,100,3280,3480,Y,0,marine
NSW North Coast,152.94,-31.25,midden,SUA-396C,3400,100,3300,3500,Y,0,charcoal
NSW North Coast,152.94,-31.25,midden,GaK-2459,3460,120,3340,3580,U,0,marine shell (Crassostera commercialis)
NSW North Coast,152.94,-31.25,midden,SUA-395C,3720,100,3620,3820,Y,0,charcoal
NSW North Coast,152.94,-31.25,midden,SUA-395S,3750,100,3650,3850,Y,0,marine
NSW North Coast,152.94,-31.25,midden,SUA-396S or SUA-397,3790,100,3690,3890,Y,0,marine
NSW North Coast,152.94,-31.25,midden,SUA-394,4110,100,4010,4210,Y,0,charcoal
NSW North Coast,152.94,-31.25,midden,GaK-2458,4850,160,4690,5010,U,0,marine shell (Crassostera commercialis)
NSW North Coast,152.74,-31.84,midden,ANU-2381,410,80,330,490,Y,0,marine shell (pipi?)
NSW North Coast,151.81,-32.86,hearth,Wk-13446,2584,45,2539,2629,Y,0,charcoal
NSW North Coast,151.86,-32.83,midden,ANU-2380,700,80,620,780,U,0,charcoal
NSW North Coast,152.94,-29.7,Aboriginal object,GaK-1299,140,60,80,200,Y,0,wood
NSW North Coast,153,-30.87,midden,SUA-483,1060,100,960,1160,Y,0,wood charcoal
NSW North Coast,153,-30.87,midden,SUA-487,2550,105,2445,2655,U,0,wood charcoal
NSW North Coast,152.61,-29.7,rockshelter,V-45,585,87,498,672,Y,0,charcoal
NSW North Coast,152.61,-29.7,rockshelter,V-43,1225,70,1155,1295,Y,0,charcoal
NSW North Coast,152.61,-29.7,rockshelter,V-44,1285,88,1197,1373,Y,0,charcoal
NSW North Coast,152.61,-29.7,rockshelter,V-41,1310,70,1240,1380,Y,0,charcoal
NSW North Coast,152.61,-29.7,rockshelter,V-42,1465,75,1390,1540,Y,0,charcoal
NSW North Coast,153.39,-29.22,midden,GX-2095,200,90,110,290,Y,0,charcoal
NSW North Coast,153,-31.13,midden,SUA-486,915,105,810,1020,Y,0,scattered wood charcoal
NSW North Coast,153,-31.13,midden,SUA-485,925,105,820,1030,Y,0,charcoal
NSW North Coast,153,-31.13,midden,GaK-2456,1210,90,1120,1300,Y,0,charcoal
NSW North Coast,151.9,-32.75,open site,Beta-58865,2570,110,2460,2680,U,0,charcoal
NSW North Coast,151.9,-32.75,open site,Beta-58866,6760,70,6690,6830,Y,0,charcoal
NSW North Coast,151.9,-32.75,open site,OZA-257,7566,114,7452,7680,Y,0,charcoal
NSW North Coast,151.9,-32.75,open site,OZA-256,11351,143,11208,11494,Y,0,charcoal
NSW North Coast,151.9,-32.75,open site,NZA-3016,14750,130,14620,14880,Y,0,charcoal
NSW North Coast,153.63,-28.64,midden,Beta-73187,780,60,720,840,Y,0,marine shell
NSW North Coast,153.63,-28.64,midden,Beta-73188,1440,70,1370,1510,Y,0,marine shell
NSW North Coast,153.01,-31.11,midden,Beta-53299,230,50,180,280,Y,0,charcoal
NSW North Coast,153.01,-31.11,midden,Beta-53300,1190,50,1140,1240,Y,0,charcoal
NSW North Coast,153.01,-31.11,midden,Beta-53302,1830,50,1780,1880,Y,0,charcoal
NSW North Coast,153.01,-31.11,midden,Beta-53301,2420,60,2360,2480,Y,0,charcoal
NSW North Coast,153.01,-31.11,midden,Beta-53303,6070,70,6000,6140,Y,0,charcoal
NSW North Coast,152.91,-29.59,rockshelter,V-26,351,60,291,411,Y,0,charcoal
NSW North Coast,152.91,-29.59,rockshelter,V-10,626,86,540,712,Y,0,charcoal
NSW North Coast,152.91,-29.59,rockshelter,V-25,867,80,787,947,Y,0,charcoal
NSW North Coast,152.91,-29.59,rockshelter,GaK-370,1210,30,1180,1240,Y,0,charcoal
NSW North Coast,152.91,-29.59,rockshelter,V-11,2852,47,2805,2899,Y,0,charcoal
NSW North Coast,152.91,-29.59,rockshelter,V-24,4042,66,3976,4108,Y,0,charcoal
NSW North Coast,152.91,-29.59,rockshelter,V-27,6445,75,6370,6520,Y,0,charcoal
NSW North Coast,153.55,-28.51,midden,Beta-62724,4280,70,4210,4350,Y,0,marine shell
NSW North Coast,153.55,-28.51,midden,Beta-62720,4390,70,4320,4460,Y,0,marine shell
NSW North Coast,153.55,-28.51,midden,Beta-62721,4580,80,4500,4660,Y,0,marine shell
NSW North Coast,153.6,-28.9,midden,GaK-3432,260,80,180,340,U,0,charcoal
NSW North Coast,153.45,-29.15,midden,GaK-3433,350,130,220,480,Y,0,charcoal
NSW North Coast,152.99,-30.9,midden,SUA-482,3750,280,3470,4030,Y,0,wood charcoal
NSW North Coast,152.99,-30.9,midden,SUA-484,9320,160,9160,9480,Y,0,wood charcoal
NSW North Coast,152.99,-30.9,midden,SUA-398,1670,90,1580,1760,Y,0,marine
NSW North Coast,153.5,-28.2,midden,Beta-1671,605,90,515,695,Y,0,charcoal
NSW North Coast,152.32,-32.34,hearth,Not given,470,50,420,520,Y,0,charcoal
